episode,steps,sim_seconds,total_reward,epsilon,average_loss,updates,buffer_size
120,450,7200,-2152.329942,0.210458,0.96776356,450,54000
121,450,7200,-2101.859456,0.207742,0.91356520,450,54450
122,450,7200,-2479.383048,0.205062,0.96157629,450,54900
123,450,7200,-2186.651221,0.202416,0.94574753,450,55350
124,450,7200,-2254.448900,0.199804,0.95194266,450,55800
125,450,7200,-2119.346251,0.197226,0.93202025,450,56250
126,450,7200,-2138.932076,0.194681,0.93465647,450,56700
127,450,7200,-2053.270605,0.192169,0.91318741,450,57150
128,450,7200,-2199.881998,0.189689,0.87961028,450,57600
129,450,7200,-2225.708703,0.187242,0.91304111,450,58050
130,450,7200,-2182.192824,0.184826,0.91730324,450,58500
131,450,7200,-2241.752463,0.182441,0.92446424,450,58950
132,450,7200,-2237.615762,0.180087,0.89251301,450,59400
133,450,7200,-2203.670043,0.177763,0.90706142,450,59850
134,450,7200,-2188.059295,0.175469,0.88177906,450,60300
135,450,7200,-2287.844592,0.173205,0.87047217,450,60750
136,450,7200,-2117.091126,0.170970,0.90570659,450,61200
137,450,7200,-2020.182819,0.168764,0.89060746,450,61650
138,450,7200,-2083.350592,0.166586,0.88745792,450,62100
139,450,7200,-2166.899788,0.164437,0.88486559,450,62550
140,450,7200,-2222.437394,0.162315,0.90076604,450,63000
141,450,7200,-1896.062121,0.160221,0.85500308,450,63450
142,450,7200,-2297.183900,0.158153,0.84962832,450,63900
143,450,7200,-2061.404801,0.156113,0.86132513,450,64350
144,450,7200,-2280.697342,0.154098,0.84396888,450,64800
145,450,7200,-2102.921497,0.152110,0.83095267,450,65250
146,450,7200,-1984.250927,0.150147,0.82594404,450,65700
147,450,7200,-1994.266848,0.148210,0.80545168,450,66150
148,450,7200,-2076.670610,0.146297,0.82481628,450,66600
149,450,7200,-1934.073502,0.144410,0.84375745,450,67050
150,450,7200,-1974.264540,0.142546,0.82920001,450,67500
151,450,7200,-1932.439159,0.140707,0.79717268,450,67950
152,450,7200,-1942.823038,0.138892,0.82512841,450,68400
153,450,7200,-2034.927129,0.137099,0.79717606,450,68850
154,450,7200,-1914.538986,0.135330,0.82527245,450,69300
155,450,7200,-1942.417128,0.133584,0.80245773,450,69750
156,450,7200,-2056.670682,0.131860,0.80592576,450,70200
157,450,7200,-2054.980728,0.130159,0.78667674,450,70650
158,450,7200,-1807.539543,0.128480,0.78914991,450,71100
159,450,7200,-1886.084385,0.126822,0.80415548,450,71550
160,450,7200,-1813.360903,0.125185,0.76234367,450,72000
161,450,7200,-1895.773590,0.123570,0.76982204,450,72450
162,450,7200,-2003.169194,0.121976,0.77028886,450,72900
163,450,7200,-2150.364683,0.120402,0.78405360,450,73350
164,450,7200,-2077.447403,0.118848,0.78762231,450,73800
165,450,7200,-1881.952251,0.117315,0.75308248,450,74250
166,450,7200,-2001.922935,0.115801,0.77741503,450,74700
167,450,7200,-2310.589861,0.114307,0.76850267,450,75150
168,450,7200,-1971.745193,0.112832,0.75412408,450,75600
169,450,7200,-2087.361335,0.111376,0.74566060,450,76050
170,450,7200,-1896.032779,0.109939,0.75044484,450,76500
171,450,7200,-1854.555076,0.108520,0.78444878,450,76950
172,450,7200,-1844.795612,0.107120,0.78348930,450,77400
173,450,7200,-1978.599695,0.105738,0.74267718,450,77850
174,450,7200,-1954.523770,0.104373,0.77391699,450,78300
175,450,7200,-1994.746457,0.103027,0.77064816,450,78750
176,450,7200,-2013.290835,0.101697,0.74569237,450,79200
177,450,7200,-2023.666700,0.100385,0.74344211,450,79650
178,450,7200,-1918.534293,0.099090,0.75602672,450,80100
179,450,7200,-1928.676293,0.097811,0.73224389,450,80550
180,450,7200,-1997.034912,0.096549,0.72029868,450,81000
181,450,7200,-1844.592412,0.095303,0.69621353,450,81450
182,450,7200,-1852.137002,0.094073,0.71078851,450,81900
183,450,7200,-1953.189427,0.092860,0.70969439,450,82350
184,450,7200,-1980.257465,0.091661,0.69308725,450,82800
185,450,7200,-1907.526380,0.090479,0.69722650,450,83250
186,450,7200,-2000.084936,0.089311,0.73063347,450,83700
187,450,7200,-1856.689407,0.088159,0.70767519,450,84150
188,450,7200,-1839.260326,0.087021,0.71068189,450,84600
189,450,7200,-1896.900077,0.085898,0.71777896,450,85050
190,450,7200,-1816.245809,0.084790,0.68355424,450,85500
191,450,7200,-1781.936821,0.083696,0.65871244,450,85950
192,450,7200,-1838.051723,0.082616,0.66566418,450,86400
193,450,7200,-1721.645347,0.081550,0.68992355,450,86850
194,450,7200,-1863.673110,0.080498,0.66464049,450,87300
195,450,7200,-1838.809814,0.079459,0.68707870,450,87750
196,450,7200,-1951.432731,0.078434,0.65515314,450,88200
197,450,7200,-1776.111875,0.077422,0.66852659,450,88650
198,450,7200,-1888.104292,0.076423,0.67648916,450,89100
199,450,7200,-1921.781578,0.075437,0.63752764,450,89550
200,450,7200,-1844.721102,0.074463,0.67005127,450,90000
201,450,7200,-1828.393866,0.073502,0.63876399,450,90450
202,450,7200,-2086.597006,0.072554,0.64534539,450,90900
203,450,7200,-1820.719237,0.071618,0.63532099,450,91350
204,450,7200,-1839.782317,0.070694,0.64568924,450,91800
205,450,7200,-1786.080026,0.069781,0.64565840,450,92250
206,450,7200,-1888.484683,0.068881,0.64113730,450,92700
207,450,7200,-1878.188458,0.067992,0.62983261,450,93150
208,450,7200,-1917.678314,0.067115,0.63151239,450,93600
209,450,7200,-1843.366205,0.066249,0.67117126,450,94050
210,450,7200,-1722.512632,0.065394,0.63469361,450,94500
211,450,7200,-1902.279847,0.064550,0.61098876,450,94950
212,450,7200,-1746.186657,0.063717,0.60846372,450,95400
213,450,7200,-1917.741149,0.062895,0.60451012,450,95850
214,450,7200,-1744.319191,0.062084,0.63006079,450,96300
215,450,7200,-1820.821817,0.061283,0.61208187,450,96750
216,450,7200,-1843.598831,0.060492,0.62484944,450,97200
217,450,7200,-1981.006281,0.059711,0.62080860,450,97650
218,450,7200,-1812.627948,0.058941,0.61864643,450,98100
219,450,7200,-1841.516055,0.058180,0.60589285,450,98550
220,450,7200,-1793.224887,0.057430,0.62106239,450,99000
221,450,7200,-1895.374906,0.056689,0.62504936,450,99450
222,450,7200,-1731.099514,0.055957,0.59474501,450,99900
223,450,7200,-1772.208919,0.055235,0.58438894,450,100000
224,450,7200,-1696.520017,0.054522,0.59124338,450,100000
225,450,7200,-1685.899333,0.053819,0.59608396,450,100000
226,450,7200,-1805.017609,0.053124,0.58930707,450,100000
227,450,7200,-2008.002050,0.052439,0.57410094,450,100000
228,450,7200,-1824.720988,0.051762,0.56250615,450,100000
229,450,7200,-1732.594426,0.051094,0.54332353,450,100000
230,450,7200,-1840.317661,0.050435,0.56271169,450,100000
231,450,7200,-1835.874730,0.049784,0.56499373,450,100000
232,450,7200,-1682.616475,0.049142,0.54938744,450,100000
233,450,7200,-1682.333312,0.048508,0.57208800,450,100000
234,450,7200,-1789.455034,0.047882,0.54729522,450,100000
235,450,7200,-1724.106239,0.047264,0.55797738,450,100000
236,450,7200,-1930.316509,0.046654,0.52866797,450,100000
237,450,7200,-1823.813411,0.046052,0.54165459,450,100000
238,450,7200,-1669.160571,0.045458,0.55765976,450,100000
239,450,7200,-1797.011022,0.044871,0.53013045,450,100000
240,450,7200,-1729.287429,0.044292,0.53387774,450,100000
241,450,7200,-1777.892765,0.043721,0.52175118,450,100000
242,450,7200,-1888.231007,0.043157,0.49522841,450,100000
243,450,7200,-1655.146756,0.042600,0.53555194,450,100000
244,450,7200,-1887.037859,0.042050,0.51774557,450,100000
245,450,7200,-1809.959569,0.041508,0.52311493,450,100000
246,450,7200,-1838.601758,0.040972,0.50701060,450,100000
247,450,7200,-1642.401087,0.040443,0.50184919,450,100000
248,450,7200,-1651.539138,0.039922,0.49278022,450,100000
249,450,7200,-1687.309394,0.039406,0.49897898,450,100000
250,450,7200,-1635.360890,0.038898,0.50633233,450,100000
251,450,7200,-1733.306724,0.038396,0.51053791,450,100000
252,450,7200,-1676.830564,0.037901,0.47821625,450,100000
253,450,7200,-1758.627158,0.037412,0.51520630,450,100000
254,450,7200,-1670.683542,0.036929,0.49046524,450,100000
255,450,7200,-1710.981103,0.036452,0.47339144,450,100000
256,450,7200,-1701.166941,0.035982,0.45434756,450,100000
257,450,7200,-1709.767662,0.035518,0.46534282,450,100000
258,450,7200,-1702.672720,0.035059,0.46314973,450,100000
259,450,7200,-1812.164848,0.034607,0.45005565,450,100000
260,450,7200,-1755.499371,0.034160,0.45889713,450,100000
261,450,7200,-1850.765076,0.033720,0.46118044,450,100000
262,450,7200,-1780.781588,0.033285,0.46034811,450,100000
263,450,7200,-1700.271379,0.032855,0.45104189,450,100000
264,450,7200,-1746.664692,0.032431,0.45396708,450,100000
265,450,7200,-1724.727810,0.032013,0.46698768,450,100000
266,450,7200,-1808.324571,0.031600,0.44123927,450,100000
267,450,7200,-1744.908681,0.031192,0.44863692,450,100000
268,450,7200,-1673.993245,0.030789,0.44818390,450,100000
269,450,7200,-1665.331366,0.030392,0.44516030,450,100000
270,450,7200,-1636.512350,0.030000,0.43057486,450,100000
271,450,7200,-1690.696616,0.030000,0.43930365,450,100000
272,450,7200,-1700.543854,0.030000,0.43790035,450,100000
273,450,7200,-1695.397114,0.030000,0.44592525,450,100000
274,450,7200,-1661.596485,0.030000,0.41648287,450,100000
275,450,7200,-1663.507607,0.030000,0.41051395,450,100000
276,450,7200,-1686.307027,0.030000,0.43249418,450,100000
277,450,7200,-1672.100975,0.030000,0.41672973,450,100000
278,450,7200,-1712.878756,0.030000,0.40213917,450,100000
279,450,7200,-1849.150039,0.030000,0.42597319,450,100000
280,450,7200,-1637.779720,0.030000,0.41157951,450,100000
281,450,7200,-1733.616205,0.030000,0.41684071,450,100000
282,450,7200,-1649.340100,0.030000,0.40610006,450,100000
283,450,7200,-1728.446094,0.030000,0.39565979,450,100000
284,450,7200,-1627.380093,0.030000,0.41041438,450,100000
285,450,7200,-1736.634936,0.030000,0.39638331,450,100000
286,450,7200,-1692.904343,0.030000,0.39715192,450,100000
287,450,7200,-1646.133178,0.030000,0.40415849,450,100000
288,450,7200,-1772.791627,0.030000,0.39570190,450,100000
289,450,7200,-1694.790909,0.030000,0.39706369,450,100000
290,450,7200,-1723.357233,0.030000,0.39759623,450,100000
291,450,7200,-1635.495735,0.030000,0.37141090,450,100000
292,450,7200,-1649.116752,0.030000,0.37525315,450,100000
293,450,7200,-1672.102878,0.030000,0.37711275,450,100000
294,450,7200,-1904.813804,0.030000,0.37518780,450,100000
295,450,7200,-1702.813389,0.030000,0.38197903,450,100000
296,450,7200,-1709.529272,0.030000,0.36427012,450,100000
297,450,7200,-1821.197417,0.030000,0.36435389,450,100000
298,450,7200,-1655.413478,0.030000,0.34023729,450,100000
299,450,7200,-1676.355175,0.030000,0.35538299,450,100000
300,450,7200,-1631.643680,0.030000,0.35035833,450,100000
