episode,steps,sim_seconds,total_reward,epsilon,average_loss,updates,buffer_size
58,450,7200,-2824.756153,0.470829,1.26679670,450,26100
59,450,7200,-2811.040379,0.464754,1.28530099,450,26550
60,450,7200,-2629.125448,0.458757,1.26703267,450,27000
61,450,7200,-2678.570217,0.452837,1.34800395,450,27450
62,450,7200,-2988.271597,0.446994,1.32550273,450,27900
63,450,7200,-2661.202395,0.441227,1.30505552,450,28350
64,450,7200,-2520.891303,0.435533,1.32398697,450,28800
65,450,7200,-2705.398691,0.429913,1.29580969,450,29250
66,450,7200,-2653.192885,0.424366,1.23431655,450,29700
67,450,7200,-3082.785193,0.418890,1.24702647,450,30150
68,450,7200,-2942.843736,0.413485,1.26007531,450,30600
69,450,7200,-2911.924439,0.408150,1.23222022,450,31050
70,450,7200,-2716.372726,0.402884,1.23296181,450,31500
71,450,7200,-2591.263394,0.397685,1.17988164,450,31950
72,450,7200,-2626.319231,0.392554,1.16449931,450,32400
73,450,7200,-2597.790620,0.387488,1.16490613,450,32850
74,450,7200,-2591.406999,0.382489,1.16573402,450,33300
75,450,7200,-2587.803901,0.377553,1.17998961,450,33750
76,450,7200,-2749.625955,0.372681,1.16205404,450,34200
77,450,7200,-2517.695808,0.367873,1.13554094,450,34650
78,450,7200,-2616.908916,0.363126,1.13056783,450,35100
79,450,7200,-2767.817419,0.358440,1.17429253,450,35550
80,450,7200,-2720.075934,0.353815,1.14406483,450,36000
81,450,7200,-2936.549003,0.349250,1.08647793,450,36450
82,450,7200,-2891.595169,0.344743,1.10848088,450,36900
83,450,7200,-2857.394302,0.340295,1.10581888,450,37350
84,450,7200,-2475.367770,0.335904,1.09171136,450,37800
85,450,7200,-2824.864255,0.331570,1.10093302,450,38250
86,450,7200,-2626.797537,0.327292,1.12336704,450,38700
87,450,7200,-2533.599676,0.323069,1.10072025,450,39150
88,450,7200,-2376.942483,0.318900,1.09531948,450,39600
89,450,7200,-2503.384971,0.314785,1.09555186,450,40050
90,450,7200,-2414.131100,0.310723,1.11582112,450,40500
91,450,7200,-2470.559159,0.306714,1.06574833,450,40950
92,450,7200,-2668.684827,0.302756,1.05796827,450,41400
93,450,7200,-2491.917901,0.298850,1.04794246,450,41850
94,450,7200,-2428.125955,0.294994,1.05685392,450,42300
95,450,7200,-2625.141099,0.291187,1.02602494,450,42750
96,450,7200,-2795.691365,0.287430,1.05042369,450,43200
97,450,7200,-2838.074311,0.283721,1.03690400,450,43650
98,450,7200,-2668.211318,0.280060,1.01945059,450,44100
99,450,7200,-2470.829536,0.276447,1.01001659,450,44550
100,450,7200,-2356.176573,0.272879,0.99016686,450,45000
101,450,7200,-2503.877229,0.269358,0.96528331,450,45450
102,450,7200,-2518.111586,0.265883,0.98668293,450,45900
103,450,7200,-2488.765064,0.262452,0.99317971,450,46350
104,450,7200,-2642.037427,0.259066,0.98101631,450,46800
105,450,7200,-2481.862750,0.255723,0.98750013,450,47250
106,450,7200,-2359.458401,0.252423,0.96793535,450,47700
107,450,7200,-2852.917770,0.249166,0.95551120,450,48150
108,450,7200,-2288.237256,0.245951,0.95442121,450,48600
109,450,7200,-2253.537333,0.242777,0.96413553,450,49050
110,450,7200,-2370.714886,0.239645,0.96052898,450,49500
111,450,7200,-2244.333664,0.236553,0.92527286,450,49950
112,450,7200,-2329.528655,0.233500,0.90648951,450,50400
113,450,7200,-2103.974395,0.230487,0.91588769,450,50850
114,450,7200,-2239.607352,0.227513,0.92125002,450,51300
115,450,7200,-2341.503381,0.224578,0.90316338,450,51750
116,450,7200,-2584.995963,0.221680,0.91376710,450,52200
117,450,7200,-2297.962657,0.218819,0.89906659,450,52650
118,450,7200,-2320.920431,0.215996,0.86975567,450,53100
119,450,7200,-2566.558429,0.213209,0.87884823,450,53550
120,450,7200,-2333.219256,0.210458,0.86228341,450,54000
121,450,7200,-2220.395014,0.207742,0.88127206,450,54450
122,450,7200,-2472.158480,0.205062,0.85918155,450,54900
123,450,7200,-2191.891798,0.202416,0.88066271,450,55350
124,450,7200,-2125.292611,0.199804,0.87121581,450,55800
125,450,7200,-2461.348430,0.197226,0.87477568,450,56250
126,450,7200,-2042.477940,0.194681,0.88102618,450,56700
127,450,7200,-2335.723019,0.192169,0.88431173,450,57150
128,450,7200,-2322.622481,0.189689,0.85399985,450,57600
129,450,7200,-2314.224707,0.187242,0.84122336,450,58050
130,450,7200,-2403.814546,0.184826,0.84793736,450,58500
131,450,7200,-2391.177956,0.182441,0.85694949,450,58950
132,450,7200,-2243.672594,0.180087,0.85022885,450,59400
133,450,7200,-2312.660816,0.177763,0.88335961,450,59850
134,450,7200,-2152.887544,0.175469,0.83853719,450,60300
135,450,7200,-2166.660435,0.173205,0.87298942,450,60750
136,450,7200,-2175.935343,0.170970,0.86945137,450,61200
137,450,7200,-2178.892553,0.168764,0.84126346,450,61650
138,450,7200,-2331.557686,0.166586,0.84156769,450,62100
139,450,7200,-2134.364104,0.164437,0.82127148,450,62550
140,450,7200,-2170.811416,0.162315,0.86063629,450,63000
141,450,7200,-2019.825547,0.160221,0.86245620,450,63450
142,450,7200,-2065.495377,0.158153,0.83612119,450,63900
143,450,7200,-2332.119159,0.156113,0.85066586,450,64350
144,450,7200,-2088.101152,0.154098,0.85095379,450,64800
145,450,7200,-2185.108889,0.152110,0.86092141,450,65250
146,450,7200,-2058.144225,0.150147,0.82163312,450,65700
147,450,7200,-2151.243112,0.148210,0.84068137,450,66150
148,450,7200,-2021.396230,0.146297,0.83700456,450,66600
149,450,7200,-2123.336750,0.144410,0.83217347,450,67050
150,450,7200,-2109.630353,0.142546,0.80228651,450,67500
151,450,7200,-2128.766146,0.140707,0.79909440,450,67950
152,450,7200,-2142.042500,0.138892,0.81667069,450,68400
153,450,7200,-2107.387101,0.137099,0.81996282,450,68850
154,450,7200,-2024.338994,0.135330,0.82904921,450,69300
155,450,7200,-2121.826852,0.133584,0.79435398,450,69750
156,450,7200,-2370.676538,0.131860,0.82159637,450,70200
157,450,7200,-2023.505832,0.130159,0.80280632,450,70650
158,450,7200,-1804.512307,0.128480,0.84559207,450,71100
159,450,7200,-2077.554472,0.126822,0.82417085,450,71550
160,450,7200,-2206.741502,0.125185,0.79313430,450,72000
161,450,7200,-2084.490347,0.123570,0.78744825,450,72450
162,450,7200,-1979.693867,0.121976,0.81166409,450,72900
163,450,7200,-2210.899364,0.120402,0.80177246,450,73350
164,450,7200,-1954.849830,0.118848,0.79621021,450,73800
165,450,7200,-2069.426130,0.117315,0.82158324,450,74250
166,450,7200,-2012.257588,0.115801,0.73320583,450,74700
167,450,7200,-2391.051268,0.114307,0.73683827,450,75150
168,450,7200,-1894.493482,0.112832,0.73729211,450,75600
169,450,7200,-1984.168737,0.111376,0.74245471,450,76050
170,450,7200,-1966.291594,0.109939,0.74484191,450,76500
171,450,7200,-1940.511368,0.108520,0.74882848,450,76950
172,450,7200,-1905.144466,0.107120,0.77032014,450,77400
173,450,7200,-2306.506435,0.105738,0.74197426,450,77850
174,450,7200,-1997.623619,0.104373,0.72885209,450,78300
175,450,7200,-2023.749381,0.103027,0.75084097,450,78750
176,450,7200,-2081.628097,0.101697,0.73169875,450,79200
177,450,7200,-2089.817821,0.100385,0.75042441,450,79650
178,450,7200,-1962.683845,0.099090,0.73359186,450,80100
179,450,7200,-1872.100641,0.097811,0.74429891,450,80550
180,450,7200,-1894.542762,0.096549,0.73741072,450,81000
181,450,7200,-1910.891461,0.095303,0.71924341,450,81450
182,450,7200,-2294.235741,0.094073,0.73398613,450,81900
183,450,7200,-2048.037695,0.092860,0.71092944,450,82350
184,450,7200,-1882.503845,0.091661,0.70828978,450,82800
185,450,7200,-2183.381017,0.090479,0.71669326,450,83250
186,450,7200,-1957.157767,0.089311,0.68115803,450,83700
187,450,7200,-1917.086314,0.088159,0.68570090,450,84150
188,450,7200,-1843.298759,0.087021,0.67902933,450,84600
189,450,7200,-1919.369435,0.085898,0.67872121,450,85050
190,450,7200,-1951.059368,0.084790,0.68166353,450,85500
191,450,7200,-2108.718400,0.083696,0.69238452,450,85950
192,450,7200,-2255.776113,0.082616,0.67023651,450,86400
193,450,7200,-1897.917617,0.081550,0.65606849,450,86850
194,450,7200,-1849.738641,0.080498,0.68836495,450,87300
195,450,7200,-1991.585548,0.079459,0.64484420,450,87750
196,450,7200,-1854.002498,0.078434,0.64078880,450,88200
197,450,7200,-1823.564078,0.077422,0.63247807,450,88650
198,450,7200,-1822.757392,0.076423,0.65088046,450,89100
199,450,7200,-2125.838532,0.075437,0.64221694,450,89550
200,450,7200,-1693.899631,0.074463,0.61999754,450,90000
201,450,7200,-1776.020049,0.073502,0.64634676,450,90450
202,450,7200,-1758.350590,0.072554,0.64712791,450,90900
203,450,7200,-2046.887438,0.071618,0.64156961,450,91350
204,450,7200,-1841.168521,0.070694,0.62091415,450,91800
205,450,7200,-1915.249831,0.069781,0.65348604,450,92250
206,450,7200,-1789.561369,0.068881,0.64501674,450,92700
207,450,7200,-1915.040168,0.067992,0.65972808,450,93150
208,450,7200,-1751.553021,0.067115,0.65379280,450,93600
209,450,7200,-2005.727492,0.066249,0.65564510,450,94050
210,450,7200,-1796.996687,0.065394,0.63756612,450,94500
211,450,7200,-1868.182203,0.064550,0.61041217,450,94950
212,450,7200,-1781.800732,0.063717,0.59643603,450,95400
213,450,7200,-1768.464135,0.062895,0.60827584,450,95850
214,450,7200,-1832.576314,0.062084,0.62434716,450,96300
215,450,7200,-1768.923809,0.061283,0.59723520,450,96750
216,450,7200,-1839.073695,0.060492,0.57752075,450,97200
217,450,7200,-1665.814410,0.059711,0.59792550,450,97650
218,450,7200,-1701.825781,0.058941,0.60137287,450,98100
219,450,7200,-1812.474048,0.058180,0.60277191,450,98550
220,450,7200,-1841.070212,0.057430,0.57297358,450,99000
221,450,7200,-2102.801211,0.056689,0.63574897,450,99450
222,450,7200,-1774.758318,0.055957,0.59994662,450,99900
223,450,7200,-2025.101923,0.055235,0.60774640,450,100000
224,450,7200,-1718.214224,0.054522,0.61185733,450,100000
225,450,7200,-1798.619166,0.053819,0.57499562,450,100000
226,450,7200,-1789.087222,0.053124,0.58269498,450,100000
227,450,7200,-1697.863349,0.052439,0.58263410,450,100000
228,450,7200,-1719.304402,0.051762,0.58519035,450,100000
229,450,7200,-1738.650729,0.051094,0.56199639,450,100000
230,450,7200,-1770.672792,0.050435,0.56987549,450,100000
231,450,7200,-1735.377418,0.049784,0.54608526,450,100000
232,450,7200,-1692.984782,0.049142,0.55844000,450,100000
233,450,7200,-1794.452423,0.048508,0.53827739,450,100000
234,450,7200,-1703.830618,0.047882,0.56424136,450,100000
235,450,7200,-1737.424506,0.047264,0.55506225,450,100000
236,450,7200,-1735.581898,0.046654,0.56164820,450,100000
237,450,7200,-1719.114993,0.046052,0.56426398,450,100000
238,450,7200,-1860.698839,0.045458,0.55898094,450,100000
239,450,7200,-1790.025338,0.044871,0.56714429,450,100000
240,450,7200,-1931.975670,0.044292,0.54669951,450,100000
241,450,7200,-1766.540514,0.043721,0.53205422,450,100000
242,450,7200,-1752.654801,0.043157,0.50662273,450,100000
243,450,7200,-1780.495328,0.042600,0.51924196,450,100000
244,450,7200,-1818.274991,0.042050,0.52044600,450,100000
245,450,7200,-1645.120413,0.041508,0.50613257,450,100000
246,450,7200,-1858.646025,0.040972,0.49960842,450,100000
247,450,7200,-1806.824507,0.040443,0.49889824,450,100000
248,450,7200,-1690.878652,0.039922,0.51186460,450,100000
249,450,7200,-1812.482548,0.039406,0.49631758,450,100000
250,450,7200,-1718.372297,0.038898,0.50217369,450,100000
251,450,7200,-1718.821505,0.038396,0.51271633,450,100000
252,450,7200,-1683.563176,0.037901,0.49938754,450,100000
253,450,7200,-1713.105047,0.037412,0.50021696,450,100000
254,450,7200,-1789.121130,0.036929,0.47655890,450,100000
255,450,7200,-1868.690289,0.036452,0.48754640,450,100000
256,450,7200,-1761.079384,0.035982,0.49159525,450,100000
257,450,7200,-1779.336767,0.035518,0.46226321,450,100000
258,450,7200,-1722.335764,0.035059,0.47472083,450,100000
259,450,7200,-1727.667793,0.034607,0.45792699,450,100000
260,450,7200,-1757.190196,0.034160,0.46559126,450,100000
261,450,7200,-1712.028916,0.033720,0.45859838,450,100000
262,450,7200,-1899.344002,0.033285,0.45462105,450,100000
263,450,7200,-1715.512088,0.032855,0.44815948,450,100000
264,450,7200,-1698.656942,0.032431,0.46139544,450,100000
265,450,7200,-1838.114585,0.032013,0.43765002,450,100000
266,450,7200,-1700.449589,0.031600,0.45736417,450,100000
267,450,7200,-1659.980943,0.031192,0.43428435,450,100000
268,450,7200,-1708.527570,0.030789,0.44614425,450,100000
269,450,7200,-1639.966235,0.030392,0.45299159,450,100000
270,450,7200,-1688.159011,0.030000,0.44107172,450,100000
271,450,7200,-1729.329902,0.030000,0.41351919,450,100000
272,450,7200,-1700.179328,0.030000,0.43581083,450,100000
273,450,7200,-1755.135920,0.030000,0.44994749,450,100000
274,450,7200,-1677.614178,0.030000,0.44929431,450,100000
275,450,7200,-1670.734283,0.030000,0.42110945,450,100000
276,450,7200,-1672.623971,0.030000,0.44090066,450,100000
277,450,7200,-1668.278449,0.030000,0.45115497,450,100000
278,450,7200,-1693.656803,0.030000,0.43744719,450,100000
279,450,7200,-1753.588517,0.030000,0.44907591,450,100000
280,450,7200,-1735.839017,0.030000,0.43193004,450,100000
281,450,7200,-1734.899809,0.030000,0.40533464,450,100000
282,450,7200,-1680.503497,0.030000,0.41576005,450,100000
283,450,7200,-1707.404156,0.030000,0.39643166,450,100000
284,450,7200,-1755.686731,0.030000,0.41391163,450,100000
285,450,7200,-1625.843040,0.030000,0.40946371,450,100000
286,450,7200,-1679.452513,0.030000,0.41460181,450,100000
287,450,7200,-1659.241671,0.030000,0.40437666,450,100000
288,450,7200,-1683.802779,0.030000,0.41723048,450,100000
289,450,7200,-1822.949377,0.030000,0.41889837,450,100000
290,450,7200,-1637.888200,0.030000,0.42414869,450,100000
291,450,7200,-1779.348591,0.030000,0.38594965,450,100000
292,450,7200,-1708.396894,0.030000,0.40028889,450,100000
293,450,7200,-1654.619430,0.030000,0.41640390,450,100000
294,450,7200,-1629.064873,0.030000,0.40665582,450,100000
295,450,7200,-1732.987085,0.030000,0.40565665,450,100000
296,450,7200,-1802.034351,0.030000,0.39700423,450,100000
297,450,7200,-1652.951118,0.030000,0.38460139,450,100000
298,450,7200,-1638.208084,0.030000,0.39308716,450,100000
299,450,7200,-1639.596238,0.030000,0.38651038,450,100000
300,450,7200,-1731.280995,0.030000,0.37042911,450,100000
