episode,steps,sim_seconds,total_reward,epsilon,average_loss,updates,buffer_size
44,450,7200,-2958.894988,0.564712,1.58728553,450,19800
45,450,7200,-3202.576023,0.557426,1.58830276,450,20250
46,450,7200,-3876.215203,0.550233,1.49667452,450,20700
47,450,7200,-2893.206546,0.543133,1.47952383,450,21150
48,450,7200,-3250.542101,0.536125,1.48959021,450,21600
49,450,7200,-3146.764211,0.529207,1.47461161,450,22050
50,450,7200,-3007.678019,0.522379,1.39828631,450,22500
51,450,7200,-3790.056627,0.515638,1.43195004,450,22950
52,450,7200,-3004.341992,0.508985,1.42737635,450,23400
53,450,7200,-3174.033209,0.502417,1.42230555,450,23850
54,450,7200,-2761.522527,0.495934,1.38856214,450,24300
55,450,7200,-2740.732969,0.489535,1.40283707,450,24750
56,450,7200,-3606.620914,0.483219,1.39213413,450,25200
57,450,7200,-2887.435712,0.476984,1.33136272,450,25650
58,450,7200,-3207.812776,0.470829,1.35746047,450,26100
59,450,7200,-2843.919550,0.464754,1.32366498,450,26550
60,450,7200,-3150.440471,0.458757,1.31397380,450,27000
61,450,7200,-2872.652846,0.452837,1.32019429,450,27450
62,450,7200,-2720.095875,0.446994,1.30278455,450,27900
63,450,7200,-2801.555629,0.441227,1.28715222,450,28350
64,450,7200,-2993.645705,0.435533,1.26044737,450,28800
65,450,7200,-2808.611284,0.429913,1.22727771,450,29250
66,450,7200,-2863.791185,0.424366,1.27163959,450,29700
67,450,7200,-2506.209925,0.418890,1.27238142,450,30150
68,450,7200,-2965.287750,0.413485,1.28486342,450,30600
69,450,7200,-2932.604924,0.408150,1.25479022,450,31050
70,450,7200,-2817.193713,0.402884,1.26910071,450,31500
71,450,7200,-2664.561372,0.397685,1.31517990,450,31950
72,450,7200,-2773.518221,0.392554,1.25151184,450,32400
73,450,7200,-2778.731959,0.387488,1.26129698,450,32850
74,450,7200,-2845.638611,0.382489,1.24859642,450,33300
75,450,7200,-2560.037966,0.377553,1.23506647,450,33750
76,450,7200,-2853.897301,0.372681,1.18878542,450,34200
77,450,7200,-2727.814513,0.367873,1.19233656,450,34650
78,450,7200,-2600.378256,0.363126,1.16408934,450,35100
79,450,7200,-2411.633773,0.358440,1.15905035,450,35550
80,450,7200,-2536.270826,0.353815,1.12938501,450,36000
81,450,7200,-2806.589703,0.349250,1.17212164,450,36450
82,450,7200,-2662.477657,0.344743,1.15054098,450,36900
83,450,7200,-2500.230250,0.340295,1.15246948,450,37350
84,450,7200,-2233.253344,0.335904,1.15662315,450,37800
85,450,7200,-2838.192252,0.331570,1.14288508,450,38250
86,450,7200,-2625.969339,0.327292,1.12110170,450,38700
87,450,7200,-2521.879242,0.323069,1.08090247,450,39150
88,450,7200,-2807.234690,0.318900,1.12325893,450,39600
89,450,7200,-2408.315067,0.314785,1.08694584,450,40050
90,450,7200,-2635.259285,0.310723,1.09821756,450,40500
91,450,7200,-2498.946644,0.306714,1.10227399,450,40950
92,450,7200,-2605.606474,0.302756,1.07155187,450,41400
93,450,7200,-2361.008483,0.298850,1.09230483,450,41850
94,450,7200,-2617.242323,0.294994,1.06991611,450,42300
95,450,7200,-2312.242478,0.291187,1.06712141,450,42750
96,450,7200,-2717.677829,0.287430,1.01280258,450,43200
97,450,7200,-2297.805007,0.283721,1.01571697,450,43650
98,450,7200,-2256.901479,0.280060,1.02541549,450,44100
99,450,7200,-2517.524917,0.276447,0.99201719,450,44550
100,450,7200,-2800.935292,0.272879,0.99648589,450,45000
101,450,7200,-2673.616078,0.269358,1.01051289,450,45450
102,450,7200,-2222.229867,0.265883,0.99516680,450,45900
103,450,7200,-2504.694249,0.262452,0.98561031,450,46350
104,450,7200,-2462.507071,0.259066,0.98492463,450,46800
105,450,7200,-2125.647571,0.255723,0.97849025,450,47250
106,450,7200,-2291.438466,0.252423,0.98191875,450,47700
107,450,7200,-2446.163004,0.249166,0.98123637,450,48150
108,450,7200,-2713.329843,0.245951,0.97505761,450,48600
109,450,7200,-2155.843507,0.242777,0.98572953,450,49050
110,450,7200,-2260.470532,0.239645,0.93169128,450,49500
111,450,7200,-2219.213379,0.236553,0.99636504,450,49950
112,450,7200,-2198.472968,0.233500,0.98334348,450,50400
113,450,7200,-2268.914985,0.230487,0.98323576,450,50850
114,450,7200,-2230.615991,0.227513,0.97361538,450,51300
115,450,7200,-2264.267364,0.224578,0.97824441,450,51750
116,450,7200,-2274.526104,0.221680,0.91636885,450,52200
117,450,7200,-2151.926848,0.218819,0.92852876,450,52650
118,450,7200,-2209.747861,0.215996,0.92548063,450,53100
119,450,7200,-2144.293713,0.213209,0.91316286,450,53550
120,450,7200,-2314.758380,0.210458,0.92811952,450,54000
121,450,7200,-2423.546113,0.207742,0.92930363,450,54450
122,450,7200,-2172.088198,0.205062,0.93706649,450,54900
123,450,7200,-2066.625799,0.202416,0.92284754,450,55350
124,450,7200,-2244.180432,0.199804,0.93360577,450,55800
125,450,7200,-2458.833559,0.197226,0.90425816,450,56250
126,450,7200,-2054.442092,0.194681,0.94006372,450,56700
127,450,7200,-2312.711511,0.192169,0.89822965,450,57150
128,450,7200,-2096.690499,0.189689,0.91833013,450,57600
129,450,7200,-2142.450216,0.187242,0.90012500,450,58050
130,450,7200,-2209.385553,0.184826,0.91442334,450,58500
131,450,7200,-2052.429544,0.182441,0.90912368,450,58950
132,450,7200,-2130.371058,0.180087,0.89210117,450,59400
133,450,7200,-2251.527325,0.177763,0.90466415,450,59850
134,450,7200,-2146.317234,0.175469,0.89620819,450,60300
135,450,7200,-2089.084138,0.173205,0.88663592,450,60750
136,450,7200,-1983.560707,0.170970,0.88296499,450,61200
137,450,7200,-2061.126100,0.168764,0.90732218,450,61650
138,450,7200,-2127.130236,0.166586,0.87225047,450,62100
139,450,7200,-2196.383277,0.164437,0.89233446,450,62550
140,450,7200,-2003.707801,0.162315,0.89405559,450,63000
141,450,7200,-2250.150787,0.160221,0.82974708,450,63450
142,450,7200,-2124.735888,0.158153,0.82061167,450,63900
143,450,7200,-2131.908362,0.156113,0.84394789,450,64350
144,450,7200,-2100.875681,0.154098,0.83270437,450,64800
145,450,7200,-1937.568036,0.152110,0.84002927,450,65250
146,450,7200,-2373.620700,0.150147,0.81454570,450,65700
147,450,7200,-2012.123870,0.148210,0.79906901,450,66150
148,450,7200,-1970.711125,0.146297,0.81547877,450,66600
149,450,7200,-1913.896547,0.144410,0.81296170,450,67050
150,450,7200,-2194.261696,0.142546,0.78040615,450,67500
151,450,7200,-2092.270506,0.140707,0.78794952,450,67950
152,450,7200,-2107.069440,0.138892,0.78064694,450,68400
153,450,7200,-2292.461215,0.137099,0.79004726,450,68850
154,450,7200,-1890.048604,0.135330,0.80177103,450,69300
155,450,7200,-1940.342543,0.133584,0.82182798,450,69750
156,450,7200,-2099.356926,0.131860,0.77334269,450,70200
157,450,7200,-2165.986584,0.130159,0.81226663,450,70650
158,450,7200,-2022.460795,0.128480,0.78763979,450,71100
159,450,7200,-1964.839490,0.126822,0.79630234,450,71550
160,450,7200,-1934.423991,0.125185,0.77216688,450,72000
161,450,7200,-2179.608188,0.123570,0.76775681,450,72450
162,450,7200,-2371.343475,0.121976,0.78284700,450,72900
163,450,7200,-2347.823239,0.120402,0.76048823,450,73350
164,450,7200,-2239.786534,0.118848,0.77218157,450,73800
165,450,7200,-1985.162915,0.117315,0.76630790,450,74250
166,450,7200,-1819.913086,0.115801,0.75996998,450,74700
167,450,7200,-1896.801116,0.114307,0.73854935,450,75150
168,450,7200,-1900.897066,0.112832,0.76029106,450,75600
169,450,7200,-1860.627449,0.111376,0.72140149,450,76050
170,450,7200,-1837.380888,0.109939,0.72528722,450,76500
171,450,7200,-2108.975959,0.108520,0.74568682,450,76950
172,450,7200,-2068.178775,0.107120,0.76300677,450,77400
173,450,7200,-2150.475973,0.105738,0.73936701,450,77850
174,450,7200,-1987.291679,0.104373,0.72228174,450,78300
175,450,7200,-2222.283939,0.103027,0.73799433,450,78750
176,450,7200,-1887.466775,0.101697,0.73015350,450,79200
177,450,7200,-2029.992040,0.100385,0.72771174,450,79650
178,450,7200,-1869.198544,0.099090,0.75725351,450,80100
179,450,7200,-2007.497786,0.097811,0.74354354,450,80550
180,450,7200,-1800.717247,0.096549,0.70426780,450,81000
181,450,7200,-1904.172506,0.095303,0.69553157,450,81450
182,450,7200,-1846.677417,0.094073,0.69020033,450,81900
183,450,7200,-1754.172520,0.092860,0.72302783,450,82350
184,450,7200,-1853.338893,0.091661,0.69653209,450,82800
185,450,7200,-2000.289657,0.090479,0.69727013,450,83250
186,450,7200,-1940.668091,0.089311,0.71584400,450,83700
187,450,7200,-1886.355202,0.088159,0.68043381,450,84150
188,450,7200,-1960.933186,0.087021,0.67741363,450,84600
189,450,7200,-1786.056999,0.085898,0.68295320,450,85050
190,450,7200,-1884.532843,0.084790,0.66485803,450,85500
191,450,7200,-1868.207932,0.083696,0.68278202,450,85950
192,450,7200,-1932.946246,0.082616,0.69493296,450,86400
193,450,7200,-1835.397033,0.081550,0.68410453,450,86850
194,450,7200,-1923.508243,0.080498,0.67580193,450,87300
195,450,7200,-1805.416997,0.079459,0.66991717,450,87750
196,450,7200,-1737.735677,0.078434,0.66666014,450,88200
197,450,7200,-1884.558725,0.077422,0.68966647,450,88650
198,450,7200,-1880.355200,0.076423,0.66476140,450,89100
199,450,7200,-1888.795392,0.075437,0.67374082,450,89550
200,450,7200,-1729.819828,0.074463,0.66833629,450,90000
201,450,7200,-1909.206245,0.073502,0.65255304,450,90450
202,450,7200,-1886.251508,0.072554,0.65876021,450,90900
203,450,7200,-1879.891598,0.071618,0.66652491,450,91350
204,450,7200,-1806.032331,0.070694,0.65857040,450,91800
205,450,7200,-2043.527597,0.069781,0.64018036,450,92250
206,450,7200,-1809.598372,0.068881,0.68053929,450,92700
207,450,7200,-1716.716967,0.067992,0.64175295,450,93150
208,450,7200,-1754.607923,0.067115,0.65578712,450,93600
209,450,7200,-1718.950235,0.066249,0.63486115,450,94050
210,450,7200,-1805.449764,0.065394,0.65011247,450,94500
211,450,7200,-1820.067873,0.064550,0.60405689,450,94950
212,450,7200,-1829.218063,0.063717,0.60219551,450,95400
213,450,7200,-1821.996389,0.062895,0.61227908,450,95850
214,450,7200,-2010.200944,0.062084,0.61668457,450,96300
215,450,7200,-1744.895939,0.061283,0.62338734,450,96750
216,450,7200,-1736.461269,0.060492,0.61178809,450,97200
217,450,7200,-1719.543650,0.059711,0.59492482,450,97650
218,450,7200,-1697.224486,0.058941,0.61573347,450,98100
219,450,7200,-2083.341103,0.058180,0.61731469,450,98550
220,450,7200,-1743.946692,0.057430,0.60475686,450,99000
221,450,7200,-1846.328830,0.056689,0.59520694,450,99450
222,450,7200,-1786.472431,0.055957,0.59910204,450,99900
223,450,7200,-2014.690814,0.055235,0.58174985,450,100000
224,450,7200,-1718.047926,0.054522,0.57080866,450,100000
225,450,7200,-1717.323621,0.053819,0.61439109,450,100000
226,450,7200,-1902.746623,0.053124,0.58761997,450,100000
227,450,7200,-1717.383412,0.052439,0.56446088,450,100000
228,450,7200,-1863.069317,0.051762,0.54095413,450,100000
229,450,7200,-1774.884407,0.051094,0.55406875,450,100000
230,450,7200,-1986.414320,0.050435,0.54927482,450,100000
231,450,7200,-1844.400288,0.049784,0.56631684,450,100000
232,450,7200,-1718.806896,0.049142,0.56066046,450,100000
233,450,7200,-1919.193628,0.048508,0.55162883,450,100000
234,450,7200,-1733.669555,0.047882,0.52559202,450,100000
235,450,7200,-1656.197558,0.047264,0.54437717,450,100000
236,450,7200,-2071.408452,0.046654,0.52386921,450,100000
237,450,7200,-1655.889596,0.046052,0.54779887,450,100000
238,450,7200,-1673.333499,0.045458,0.52236554,450,100000
239,450,7200,-1907.781969,0.044871,0.53483090,450,100000
240,450,7200,-1970.053506,0.044292,0.50242432,450,100000
241,450,7200,-1742.204472,0.043721,0.51055890,450,100000
242,450,7200,-1732.519946,0.043157,0.51073810,450,100000
243,450,7200,-1688.391242,0.042600,0.50932972,450,100000
244,450,7200,-1727.992230,0.042050,0.51456258,450,100000
245,450,7200,-1765.515362,0.041508,0.50298374,450,100000
246,450,7200,-1717.278207,0.040972,0.49860826,450,100000
247,450,7200,-1709.648552,0.040443,0.48434267,450,100000
248,450,7200,-1651.228645,0.039922,0.47951007,450,100000
249,450,7200,-1833.500046,0.039406,0.49201425,450,100000
250,450,7200,-1734.835312,0.038898,0.49000985,450,100000
251,450,7200,-1867.830330,0.038396,0.50658845,450,100000
252,450,7200,-1799.829908,0.037901,0.47532589,450,100000
253,450,7200,-1697.846421,0.037412,0.48579874,450,100000
254,450,7200,-1650.112749,0.036929,0.48982989,450,100000
255,450,7200,-1759.552268,0.036452,0.47897771,450,100000
256,450,7200,-1768.547032,0.035982,0.47432766,450,100000
257,450,7200,-1820.025760,0.035518,0.47320449,450,100000
258,450,7200,-1708.225571,0.035059,0.47727265,450,100000
259,450,7200,-1924.339240,0.034607,0.46340161,450,100000
260,450,7200,-1725.532230,0.034160,0.46288686,450,100000
261,450,7200,-1761.758925,0.033720,0.46411920,450,100000
262,450,7200,-1686.403913,0.033285,0.44856990,450,100000
263,450,7200,-1781.494434,0.032855,0.47045508,450,100000
264,450,7200,-1640.654117,0.032431,0.45552567,450,100000
265,450,7200,-1720.278486,0.032013,0.46524259,450,100000
266,450,7200,-1792.136863,0.031600,0.43984341,450,100000
267,450,7200,-1645.329489,0.031192,0.44198740,450,100000
268,450,7200,-1654.638678,0.030789,0.43776585,450,100000
269,450,7200,-1760.662292,0.030392,0.43006763,450,100000
270,450,7200,-1691.735752,0.030000,0.41984985,450,100000
271,450,7200,-1756.663551,0.030000,0.42321369,450,100000
272,450,7200,-1729.063914,0.030000,0.42094718,450,100000
273,450,7200,-1806.606799,0.030000,0.41411054,450,100000
274,450,7200,-1681.278758,0.030000,0.40201351,450,100000
275,450,7200,-1703.127949,0.030000,0.39951368,450,100000
276,450,7200,-1693.330407,0.030000,0.41302127,450,100000
277,450,7200,-1763.817394,0.030000,0.41669686,450,100000
278,450,7200,-1668.102457,0.030000,0.41345797,450,100000
279,450,7200,-1627.662308,0.030000,0.41696546,450,100000
280,450,7200,-1741.596400,0.030000,0.40844285,450,100000
281,450,7200,-1763.256721,0.030000,0.39989089,450,100000
282,450,7200,-1830.542266,0.030000,0.38910871,450,100000
283,450,7200,-1686.647188,0.030000,0.40003120,450,100000
284,450,7200,-1722.513162,0.030000,0.39847525,450,100000
285,450,7200,-1662.612937,0.030000,0.40266795,450,100000
286,450,7200,-1659.882112,0.030000,0.39400603,450,100000
287,450,7200,-1686.183608,0.030000,0.40840960,450,100000
288,450,7200,-1796.580475,0.030000,0.41699863,450,100000
289,450,7200,-1683.057915,0.030000,0.39389212,450,100000
290,450,7200,-1684.895785,0.030000,0.39487442,450,100000
291,450,7200,-1698.472380,0.030000,0.37724403,450,100000
292,450,7200,-1687.535813,0.030000,0.37802263,450,100000
293,450,7200,-1655.690248,0.030000,0.39507577,450,100000
294,450,7200,-1703.277871,0.030000,0.38812478,450,100000
295,450,7200,-1708.281973,0.030000,0.39195852,450,100000
296,450,7200,-1771.276932,0.030000,0.37935938,450,100000
297,450,7200,-1707.849310,0.030000,0.35548462,450,100000
298,450,7200,-1655.434253,0.030000,0.36237743,450,100000
299,450,7200,-1774.076568,0.030000,0.37695246,450,100000
300,450,7200,-1671.536811,0.030000,0.35958673,450,100000
