episode,steps,sim_seconds,total_reward,epsilon,average_loss,updates,buffer_size
161,450,7200,-2197.225986,0.123570,0.77051276,450,72450
162,450,7200,-2009.035803,0.121976,0.73701413,450,72900
163,450,7200,-1868.249748,0.120402,0.77056957,450,73350
164,450,7200,-1962.780081,0.118848,0.75025923,450,73800
165,450,7200,-1943.183322,0.117315,0.74814435,450,74250
166,450,7200,-2213.898395,0.115801,0.75246518,450,74700
167,450,7200,-1878.237473,0.114307,0.76699703,450,75150
168,450,7200,-1997.294820,0.112832,0.73900797,450,75600
169,450,7200,-1845.324642,0.111376,0.72374485,450,76050
170,450,7200,-2197.108632,0.109939,0.73692828,450,76500
171,450,7200,-2024.298079,0.108520,0.71899606,450,76950
172,450,7200,-2039.822969,0.107120,0.71016607,450,77400
173,450,7200,-1832.182671,0.105738,0.71959014,450,77850
174,450,7200,-2041.972935,0.104373,0.73993910,450,78300
175,450,7200,-1995.903170,0.103027,0.69357253,450,78750
176,450,7200,-2036.649651,0.101697,0.71340705,450,79200
177,450,7200,-2046.810882,0.100385,0.73749497,450,79650
178,450,7200,-2133.616847,0.099090,0.72238897,450,80100
179,450,7200,-2027.974426,0.097811,0.72254543,450,80550
180,450,7200,-2100.792961,0.096549,0.72660537,450,81000
181,450,7200,-2101.794804,0.095303,0.70599270,450,81450
182,450,7200,-1881.419848,0.094073,0.71099651,450,81900
183,450,7200,-1817.413947,0.092860,0.68479307,450,82350
184,450,7200,-1965.469696,0.091661,0.68905941,450,82800
185,450,7200,-1812.333784,0.090479,0.70128321,450,83250
186,450,7200,-1990.515266,0.089311,0.69201049,450,83700
187,450,7200,-1947.661844,0.088159,0.71527875,450,84150
188,450,7200,-1959.066891,0.087021,0.71157395,450,84600
189,450,7200,-2024.412884,0.085898,0.67793955,450,85050
190,450,7200,-1917.403742,0.084790,0.69188848,450,85500
191,450,7200,-1803.301920,0.083696,0.67786827,450,85950
192,450,7200,-1871.720745,0.082616,0.66843786,450,86400
193,450,7200,-1738.641908,0.081550,0.65438699,450,86850
194,450,7200,-2009.894143,0.080498,0.65688686,450,87300
195,450,7200,-1956.251985,0.079459,0.63704288,450,87750
196,450,7200,-1884.417281,0.078434,0.62853821,450,88200
197,450,7200,-1727.587743,0.077422,0.66854456,450,88650
198,450,7200,-1933.452773,0.076423,0.66211361,450,89100
199,450,7200,-1738.725901,0.075437,0.65071955,450,89550
200,450,7200,-1902.957523,0.074463,0.64417144,450,90000
201,450,7200,-2006.016411,0.073502,0.62277733,450,90450
202,450,7200,-1919.022032,0.072554,0.62998631,450,90900
203,450,7200,-1805.151956,0.071618,0.62485731,450,91350
204,450,7200,-1901.114628,0.070694,0.62324875,450,91800
205,450,7200,-1819.842518,0.069781,0.62657744,450,92250
206,450,7200,-2132.554933,0.068881,0.60545779,450,92700
207,450,7200,-1868.419362,0.067992,0.64269095,450,93150
208,450,7200,-2181.820945,0.067115,0.61692974,450,93600
209,450,7200,-1865.469640,0.066249,0.61442677,450,94050
210,450,7200,-1842.836960,0.065394,0.63092183,450,94500
211,450,7200,-1855.962774,0.064550,0.60665959,450,94950
212,450,7200,-1811.900072,0.063717,0.60253160,450,95400
213,450,7200,-1825.588967,0.062895,0.59101417,450,95850
214,450,7200,-1710.406438,0.062084,0.59933257,450,96300
215,450,7200,-1885.203745,0.061283,0.60755550,450,96750
216,450,7200,-1755.950300,0.060492,0.58502434,450,97200
217,450,7200,-1781.944760,0.059711,0.59568083,450,97650
218,450,7200,-1777.241313,0.058941,0.59161356,450,98100
219,450,7200,-1802.527985,0.058180,0.58545155,450,98550
220,450,7200,-1799.042412,0.057430,0.59064455,450,99000
221,450,7200,-1703.811501,0.056689,0.58024451,450,99450
222,450,7200,-1734.720762,0.055957,0.58686913,450,99900
223,450,7200,-1725.592247,0.055235,0.59295400,450,100000
224,450,7200,-1831.384020,0.054522,0.56647063,450,100000
225,450,7200,-1793.321046,0.053819,0.56952490,450,100000
226,450,7200,-1784.590900,0.053124,0.56696725,450,100000
227,450,7200,-1834.463958,0.052439,0.56816358,450,100000
228,450,7200,-1887.792201,0.051762,0.57484948,450,100000
229,450,7200,-1689.261850,0.051094,0.55152189,450,100000
230,450,7200,-1793.652772,0.050435,0.55804733,450,100000
231,450,7200,-1727.813490,0.049784,0.56154408,450,100000
232,450,7200,-1711.324088,0.049142,0.53337129,450,100000
233,450,7200,-1730.775448,0.048508,0.56034059,450,100000
234,450,7200,-1795.458316,0.047882,0.53826260,450,100000
235,450,7200,-1837.368008,0.047264,0.53960711,450,100000
236,450,7200,-1806.319775,0.046654,0.53580251,450,100000
237,450,7200,-1742.728067,0.046052,0.53837172,450,100000
238,450,7200,-1716.988251,0.045458,0.51969291,450,100000
239,450,7200,-1679.511256,0.044871,0.52750393,450,100000
240,450,7200,-1628.287139,0.044292,0.51612949,450,100000
241,450,7200,-1938.647889,0.043721,0.50833373,450,100000
242,450,7200,-1717.599813,0.043157,0.50410672,450,100000
243,450,7200,-1724.780041,0.042600,0.49561845,450,100000
244,450,7200,-1785.046588,0.042050,0.49470201,450,100000
245,450,7200,-1768.405552,0.041508,0.48212840,450,100000
246,450,7200,-1932.093611,0.040972,0.48952850,450,100000
247,450,7200,-1772.601678,0.040443,0.49181080,450,100000
248,450,7200,-1845.830829,0.039922,0.48996834,450,100000
249,450,7200,-1727.877104,0.039406,0.47860434,450,100000
250,450,7200,-1704.168500,0.038898,0.48343936,450,100000
251,450,7200,-1738.609051,0.038396,0.49622033,450,100000
252,450,7200,-1697.534422,0.037901,0.47200310,450,100000
253,450,7200,-1941.061300,0.037412,0.48773143,450,100000
254,450,7200,-1763.914158,0.036929,0.49358139,450,100000
255,450,7200,-1825.974390,0.036452,0.47332454,450,100000
256,450,7200,-1685.927302,0.035982,0.45333198,450,100000
257,450,7200,-1669.659268,0.035518,0.45110965,450,100000
258,450,7200,-1643.052478,0.035059,0.47140142,450,100000
259,450,7200,-1711.314613,0.034607,0.46981936,450,100000
260,450,7200,-1879.960706,0.034160,0.47770223,450,100000
261,450,7200,-1834.403791,0.033720,0.46147982,450,100000
262,450,7200,-1729.152333,0.033285,0.45371650,450,100000
263,450,7200,-1656.521851,0.032855,0.45539919,450,100000
264,450,7200,-1832.980301,0.032431,0.45893799,450,100000
265,450,7200,-1674.199542,0.032013,0.46089171,450,100000
266,450,7200,-1776.496380,0.031600,0.44971729,450,100000
267,450,7200,-1663.716964,0.031192,0.44638710,450,100000
268,450,7200,-1665.572764,0.030789,0.44039806,450,100000
269,450,7200,-1691.176581,0.030392,0.43743296,450,100000
270,450,7200,-1693.320603,0.030000,0.41588304,450,100000
271,450,7200,-1713.203959,0.030000,0.44368700,450,100000
272,450,7200,-1689.329186,0.030000,0.42078005,450,100000
273,450,7200,-1749.711899,0.030000,0.41911286,450,100000
274,450,7200,-1673.401343,0.030000,0.42074825,450,100000
275,450,7200,-1798.395460,0.030000,0.40311269,450,100000
276,450,7200,-1692.970058,0.030000,0.40905630,450,100000
277,450,7200,-1650.438399,0.030000,0.42604151,450,100000
278,450,7200,-1663.066251,0.030000,0.41097201,450,100000
279,450,7200,-1730.043399,0.030000,0.40302694,450,100000
280,450,7200,-1702.280560,0.030000,0.39062719,450,100000
281,450,7200,-1660.224366,0.030000,0.40247011,450,100000
282,450,7200,-1710.045359,0.030000,0.40637992,450,100000
283,450,7200,-1661.143694,0.030000,0.42048629,450,100000
284,450,7200,-1653.868739,0.030000,0.39767942,450,100000
285,450,7200,-1719.613840,0.030000,0.42014867,450,100000
286,450,7200,-1746.091361,0.030000,0.38590701,450,100000
287,450,7200,-1867.826165,0.030000,0.38821421,450,100000
288,450,7200,-1665.790883,0.030000,0.40129805,450,100000
289,450,7200,-1829.302009,0.030000,0.36559139,450,100000
290,450,7200,-1730.610369,0.030000,0.37846568,450,100000
291,450,7200,-1644.131453,0.030000,0.38056920,450,100000
292,450,7200,-1676.062761,0.030000,0.38946508,450,100000
293,450,7200,-1682.632969,0.030000,0.38795104,450,100000
294,450,7200,-1648.359954,0.030000,0.37777379,450,100000
295,450,7200,-1615.921746,0.030000,0.40431712,450,100000
296,450,7200,-1615.246210,0.030000,0.37011746,450,100000
297,450,7200,-1683.120901,0.030000,0.36906300,450,100000
298,450,7200,-1686.965728,0.030000,0.37525273,450,100000
299,450,7200,-1740.693702,0.030000,0.37420647,450,100000
300,450,7200,-1769.295378,0.030000,0.35506240,450,100000
