episode,steps,sim_seconds,total_reward,epsilon,average_loss,updates,buffer_size
132,450,7200,-2223.104783,0.180087,0.91192108,450,59400
133,450,7200,-2041.121765,0.177763,0.88065773,450,59850
134,450,7200,-2062.221813,0.175469,0.90156685,450,60300
135,450,7200,-1929.362914,0.173205,0.87134161,450,60750
136,450,7200,-2273.700603,0.170970,0.89623437,450,61200
137,450,7200,-2126.620279,0.168764,0.85416910,450,61650
138,450,7200,-2007.380441,0.166586,0.88429267,450,62100
139,450,7200,-2074.709012,0.164437,0.89125504,450,62550
140,450,7200,-2169.389197,0.162315,0.82858856,450,63000
141,450,7200,-2114.327708,0.160221,0.85012063,450,63450
142,450,7200,-2070.097070,0.158153,0.87146421,450,63900
143,450,7200,-2272.542716,0.156113,0.85671078,450,64350
144,450,7200,-2225.482221,0.154098,0.84035289,450,64800
145,450,7200,-1975.124053,0.152110,0.83604470,450,65250
146,450,7200,-2203.007462,0.150147,0.82272197,450,65700
147,450,7200,-2137.903226,0.148210,0.82958733,450,66150
148,450,7200,-2187.962574,0.146297,0.82526119,450,66600
149,450,7200,-2148.088355,0.144410,0.84043538,450,67050
150,450,7200,-2329.302939,0.142546,0.82305792,450,67500
151,450,7200,-2134.043338,0.140707,0.79126575,450,67950
152,450,7200,-2104.938244,0.138892,0.78007557,450,68400
153,450,7200,-2059.876863,0.137099,0.80009217,450,68850
154,450,7200,-2020.851305,0.135330,0.79856731,450,69300
155,450,7200,-1977.336384,0.133584,0.81718252,450,69750
156,450,7200,-1872.879230,0.131860,0.81843654,450,70200
157,450,7200,-2077.832331,0.130159,0.78466479,450,70650
158,450,7200,-1980.365017,0.128480,0.78035552,450,71100
159,450,7200,-1992.382396,0.126822,0.77488921,450,71550
160,450,7200,-2147.554561,0.125185,0.77411690,450,72000
161,450,7200,-2076.398980,0.123570,0.77894339,450,72450
162,450,7200,-1867.995432,0.121976,0.79793927,450,72900
163,450,7200,-2116.378153,0.120402,0.78446927,450,73350
164,450,7200,-2314.131197,0.118848,0.78166621,450,73800
165,450,7200,-2300.794725,0.117315,0.76212619,450,74250
166,450,7200,-2108.759342,0.115801,0.76656221,450,74700
167,450,7200,-1887.276193,0.114307,0.75596605,450,75150
168,450,7200,-1950.400809,0.112832,0.79001490,450,75600
169,450,7200,-2085.695715,0.111376,0.77018849,450,76050
170,450,7200,-1757.509669,0.109939,0.76035478,450,76500
171,450,7200,-2203.395006,0.108520,0.73918411,450,76950
172,450,7200,-1936.709832,0.107120,0.72252487,450,77400
173,450,7200,-1784.850486,0.105738,0.72374544,450,77850
174,450,7200,-2076.058709,0.104373,0.74397461,450,78300
175,450,7200,-2169.458811,0.103027,0.72680166,450,78750
176,450,7200,-1973.186641,0.101697,0.72356328,450,79200
177,450,7200,-1899.163244,0.100385,0.72214081,450,79650
178,450,7200,-2001.522223,0.099090,0.71103447,450,80100
179,450,7200,-1929.030158,0.097811,0.71934560,450,80550
180,450,7200,-2019.002598,0.096549,0.71436762,450,81000
181,450,7200,-1933.054969,0.095303,0.70985786,450,81450
182,450,7200,-1833.311452,0.094073,0.69743151,450,81900
183,450,7200,-1800.756205,0.092860,0.71899411,450,82350
184,450,7200,-1944.364313,0.091661,0.73089441,450,82800
185,450,7200,-1848.661520,0.090479,0.68116670,450,83250
186,450,7200,-2077.966921,0.089311,0.72621650,450,83700
187,450,7200,-1949.717026,0.088159,0.70404013,450,84150
188,450,7200,-2013.749346,0.087021,0.73761216,450,84600
189,450,7200,-2116.063736,0.085898,0.71072205,450,85050
190,450,7200,-1843.849050,0.084790,0.70700842,450,85500
191,450,7200,-1841.883847,0.083696,0.67286278,450,85950
192,450,7200,-1903.078234,0.082616,0.69182236,450,86400
193,450,7200,-1781.759464,0.081550,0.68156356,450,86850
194,450,7200,-2018.448430,0.080498,0.68002060,450,87300
195,450,7200,-1770.566459,0.079459,0.67691779,450,87750
196,450,7200,-1807.013718,0.078434,0.69882654,450,88200
197,450,7200,-1904.359129,0.077422,0.65231417,450,88650
198,450,7200,-1997.346809,0.076423,0.66881870,450,89100
199,450,7200,-1883.676593,0.075437,0.65287682,450,89550
200,450,7200,-2130.111701,0.074463,0.64892074,450,90000
201,450,7200,-1832.765061,0.073502,0.65910368,450,90450
202,450,7200,-1911.553468,0.072554,0.66667619,450,90900
203,450,7200,-1875.306720,0.071618,0.67566639,450,91350
204,450,7200,-1805.738179,0.070694,0.64728750,450,91800
205,450,7200,-1937.824605,0.069781,0.66751677,450,92250
206,450,7200,-1799.284946,0.068881,0.65471889,450,92700
207,450,7200,-1765.630298,0.067992,0.63173593,450,93150
208,450,7200,-1824.258701,0.067115,0.64673759,450,93600
209,450,7200,-1702.311184,0.066249,0.63476853,450,94050
210,450,7200,-1885.231772,0.065394,0.62852916,450,94500
211,450,7200,-1727.639286,0.064550,0.64778771,450,94950
212,450,7200,-1760.478017,0.063717,0.61034419,450,95400
213,450,7200,-1873.814055,0.062895,0.63481193,450,95850
214,450,7200,-1709.629770,0.062084,0.61002004,450,96300
215,450,7200,-1958.324620,0.061283,0.62664439,450,96750
216,450,7200,-1724.212115,0.060492,0.58764702,450,97200
217,450,7200,-1729.251534,0.059711,0.59553527,450,97650
218,450,7200,-1833.292483,0.058941,0.59646904,450,98100
219,450,7200,-1900.856185,0.058180,0.58792546,450,98550
220,450,7200,-1813.566956,0.057430,0.58360794,450,99000
221,450,7200,-2019.951366,0.056689,0.58894422,450,99450
222,450,7200,-1806.634519,0.055957,0.58203698,450,99900
223,450,7200,-1699.769691,0.055235,0.57699932,450,100000
224,450,7200,-1800.169240,0.054522,0.57929772,450,100000
225,450,7200,-1775.253603,0.053819,0.55297508,450,100000
226,450,7200,-1844.769314,0.053124,0.57535502,450,100000
227,450,7200,-1869.394365,0.052439,0.55891431,450,100000
228,450,7200,-1812.915775,0.051762,0.55454362,450,100000
229,450,7200,-1751.213126,0.051094,0.54179460,450,100000
230,450,7200,-1760.597920,0.050435,0.55993775,450,100000
231,450,7200,-1752.579454,0.049784,0.58025325,450,100000
232,450,7200,-1738.385007,0.049142,0.55352615,450,100000
233,450,7200,-1691.227529,0.048508,0.55418750,450,100000
234,450,7200,-1775.477689,0.047882,0.56326204,450,100000
235,450,7200,-1730.049025,0.047264,0.55922796,450,100000
236,450,7200,-1746.685997,0.046654,0.54050837,450,100000
237,450,7200,-1818.157105,0.046052,0.53440282,450,100000
238,450,7200,-1803.577832,0.045458,0.52715196,450,100000
239,450,7200,-1647.825635,0.044871,0.53090690,450,100000
240,450,7200,-1701.240657,0.044292,0.53241550,450,100000
241,450,7200,-1792.028566,0.043721,0.52882393,450,100000
242,450,7200,-1718.261171,0.043157,0.50745483,450,100000
243,450,7200,-1829.337699,0.042600,0.51224942,450,100000
244,450,7200,-1697.314731,0.042050,0.50625273,450,100000
245,450,7200,-1634.044401,0.041508,0.51466817,450,100000
246,450,7200,-1853.849475,0.040972,0.49916430,450,100000
247,450,7200,-1819.924801,0.040443,0.50974407,450,100000
248,450,7200,-1708.029705,0.039922,0.51694813,450,100000
249,450,7200,-1662.085230,0.039406,0.51580731,450,100000
250,450,7200,-1860.399017,0.038898,0.50468670,450,100000
251,450,7200,-1636.293136,0.038396,0.49891822,450,100000
252,450,7200,-1674.948515,0.037901,0.50790249,450,100000
253,450,7200,-1839.355104,0.037412,0.49469759,450,100000
254,450,7200,-1755.230584,0.036929,0.49091224,450,100000
255,450,7200,-1690.699781,0.036452,0.48345555,450,100000
256,450,7200,-1669.491109,0.035982,0.47786285,450,100000
257,450,7200,-1670.516938,0.035518,0.47718636,450,100000
258,450,7200,-1794.770820,0.035059,0.47587970,450,100000
259,450,7200,-2003.702824,0.034607,0.46409647,450,100000
260,450,7200,-1699.544034,0.034160,0.47299271,450,100000
261,450,7200,-1682.066862,0.033720,0.46907003,450,100000
262,450,7200,-1677.708810,0.033285,0.46436899,450,100000
263,450,7200,-1810.640785,0.032855,0.47461319,450,100000
264,450,7200,-1774.238020,0.032431,0.47577505,450,100000
265,450,7200,-1752.927489,0.032013,0.46864399,450,100000
266,450,7200,-1680.152298,0.031600,0.44064022,450,100000
267,450,7200,-1656.942135,0.031192,0.45703783,450,100000
268,450,7200,-1606.330318,0.030789,0.44904972,450,100000
269,450,7200,-1733.489488,0.030392,0.45140797,450,100000
270,450,7200,-1772.166506,0.030000,0.43008964,450,100000
271,450,7200,-1713.468540,0.030000,0.44554011,450,100000
272,450,7200,-1707.853678,0.030000,0.43241065,450,100000
273,450,7200,-2011.630363,0.030000,0.44606604,450,100000
274,450,7200,-1752.319739,0.030000,0.42486417,450,100000
275,450,7200,-1787.926403,0.030000,0.43495727,450,100000
276,450,7200,-1724.290506,0.030000,0.43359096,450,100000
277,450,7200,-1824.357220,0.030000,0.43941161,450,100000
278,450,7200,-1755.146445,0.030000,0.41976317,450,100000
279,450,7200,-1671.905151,0.030000,0.41499883,450,100000
280,450,7200,-1683.652421,0.030000,0.41666580,450,100000
281,450,7200,-1721.723005,0.030000,0.41231736,450,100000
282,450,7200,-1754.604666,0.030000,0.43887618,450,100000
283,450,7200,-1657.713131,0.030000,0.40643276,450,100000
284,450,7200,-1783.623873,0.030000,0.41483891,450,100000
285,450,7200,-1706.534269,0.030000,0.41617983,450,100000
286,450,7200,-1720.682740,0.030000,0.38513390,450,100000
287,450,7200,-1734.425565,0.030000,0.38222519,450,100000
288,450,7200,-1659.154591,0.030000,0.38182384,450,100000
289,450,7200,-1628.806317,0.030000,0.37189319,450,100000
290,450,7200,-1671.132007,0.030000,0.37891180,450,100000
291,450,7200,-1719.719518,0.030000,0.37921994,450,100000
292,450,7200,-1925.680284,0.030000,0.35319592,450,100000
293,450,7200,-1873.520194,0.030000,0.37926725,450,100000
294,450,7200,-1655.011297,0.030000,0.37794515,450,100000
295,450,7200,-1825.198896,0.030000,0.35608358,450,100000
296,450,7200,-1703.614713,0.030000,0.35414938,450,100000
297,450,7200,-1871.709326,0.030000,0.36548179,450,100000
298,450,7200,-1722.254450,0.030000,0.34598531,450,100000
299,450,7200,-1696.604404,0.030000,0.36362157,450,100000
300,450,7200,-1685.706220,0.030000,0.35461501,450,100000
